feature1,feature2,feature3,feature4,feature5,target,timestamp
-0.18452535765584954,-0.6047446645382127,-2.205566057099069,0.8970661968871322,1.2748750412787222,0.0959231292792998,2023-01-22 17:00:00
-0.8505352787470439,2.4851899166788916,0.2647753109779796,1.2753907379990148,-0.15171443357722914,-2.6709856671978427,2023-01-31 17:00:00
1.0651719657143865,1.4526167454861794,-0.9163209190734197,-0.8369207037962799,-0.14037505890533644,-2.156175131414539,2023-01-31 20:00:00
0.33855287628591424,-0.9379255765363989,0.216624975404619,-1.0257526836402773,1.1008213984226052,0.46410444222856456,2023-01-28 12:00:00
-0.8192578597214978,-0.47622087354465903,0.8743891807127275,0.26256132900192497,0.19358991136754436,0.783205732946261,2023-01-18 03:00:00
-1.5769964821909972,-0.8028244439508423,-0.07397286359437803,-0.07566560432583026,1.9725421767898081,1.066686827200089,2023-01-29 06:00:00
-0.08923415422144892,-0.03757064497948127,-1.7312013034449254,1.494938227453236,0.041325632270618466,-0.2159684937900883,2023-01-27 02:00:00
-0.4081008391602206,-0.9958153947902291,0.651136241823657,0.8584511166566653,-0.2346205699574138,1.6086453254959823,2023-01-22 09:00:00
-1.5271678565896476,-1.055089368176695,0.12626773623406817,-0.9846547848472624,-0.7925234471152126,5.841456268376941,2023-02-05 19:00:00
0.7216720640432351,-1.1290517712172292,-0.5245202662797737,0.48937456122791806,-1.2221278088919454,1.6325640512463402,2023-01-06 16:00:00
0.2063617713254507,1.4621959387176369,0.4486357645145273,0.961987189071841,-0.23701197001262772,-3.162281218848862,2023-02-03 19:00:00
-0.8397218421807761,-0.5993926454440222,-2.123895724309807,-0.525755021680761,-0.759132661553698,4.279014488085657,2023-01-04 04:00:00
0.9784221120280351,0.5221425459339358,-1.1036698285303692,-0.33078922432755736,-0.7801991291174627,0.18463670433934332,2023-01-27 12:00:00
-1.6846675772263868,0.1909165241437107,-0.03633060804234174,0.14693529838668778,-0.5221315700199924,3.287449295764859,2023-02-10 13:00:00
-0.0827150238964932,0.24309172766069878,0.9513062442994834,0.5268979236657937,-0.1908722195531798,-1.2171860109135064,2023-02-09 02:00:00
1.6773770878054892,-0.8051717517428763,1.0768481446576803,-2.169677417725702,-1.1941894010922893,1.1444655974621698,2023-02-07 11:00:00
-1.0469109826819396,0.5366527525272862,1.185704154662997,0.7189533106650667,0.9960476858058164,-0.5229680172457692,2023-01-12 16:00:00
